,keyword,search_volume,country_distribution,Month
0,mathway,1021341,"[{""country_iso_code"": ""US"", ""search_volume"": 528423, ""percentage"": 51.73818}, {""country_iso_code"": ""PH"", ""search_volume"": 83249, ""percentage"": 8.15104}, {""country_iso_code"": ""MX"", ""search_volume"": 51757, ""percentage"": 5.06762}, {""country_iso_code"": ""IN"", ""search_volume"": 33226, ""percentage"": 3.25324}, {""country_iso_code"": ""ID"", ""search_volume"": 32216, ""percentage"": 3.15437}, {""country_iso_code"": ""VN"", ""search_volume"": 24198, ""percentage"": 2.36925}, {""country_iso_code"": ""CA"", ""search_volume"": 21665, ""percentage"": 2.12132}, {""country_iso_code"": ""CO"", ""search_volume"": 20133, ""percentage"": 1.97126}, {""country_iso_code"": ""GB"", ""search_volume"": 19290, ""percentage"": 1.8887}, {""country_iso_code"": ""BR"", ""search_volume"": 14735, ""percentage"": 1.44279}, {""country_iso_code"": ""UA"", ""search_volume"": 11085, ""percentage"": 1.0854}, {""country_iso_code"": ""AU"", ""search_volume"": 10683, ""percentage"": 1.04605}, {""country_iso_code"": ""TR"", ""search_volume"": 10219, ""percentage"": 1.00061}, {""country_iso_code"": ""AE"", ""search_volume"": 9616, ""percentage"": 0.94155}, {""country_iso_code"": ""PE"", ""search_volume"": 8243, ""percentage"": 0.80717}, {""country_iso_code"": ""SA"", ""search_volume"": 8141, ""percentage"": 0.79711}, {""country_iso_code"": ""DE"", ""search_volume"": 7902, ""percentage"": 0.77373}, {""country_iso_code"": ""IT"", ""search_volume"": 7125, ""percentage"": 0.69764}, {""country_iso_code"": ""ES"", ""search_volume"": 6761, ""percentage"": 0.66206}, {""country_iso_code"": ""AR"", ""search_volume"": 6612, ""percentage"": 0.64746}, {""country_iso_code"": ""JP"", ""search_volume"": 6454, ""percentage"": 0.63199}, {""country_iso_code"": ""PL"", ""search_volume"": 5743, ""percentage"": 0.56231}, {""country_iso_code"": ""RU"", ""search_volume"": 5352, ""percentage"": 0.52404}, {""country_iso_code"": ""EC"", ""search_volume"": 5207, ""percentage"": 0.50989}, {""country_iso_code"": ""FR"", ""search_volume"": 4714, ""percentage"": 0.46157}, {""country_iso_code"": ""NL"", ""search_volume"": 4117, ""percentage"": 0.40315}, {""country_iso_code"": ""CL"", ""search_volume"": 3983, ""percentage"": 0.38999}, {""country_iso_code"": ""EG"", ""search_volume"": 3609, ""percentage"": 0.35338}, {""country_iso_code"": ""TH"", ""search_volume"": 3445, ""percentage"": 0.33737}, {""country_iso_code"": ""GT"", ""search_volume"": 2916, ""percentage"": 0.28556}, {""country_iso_code"": ""ZA"", ""search_volume"": 2729, ""percentage"": 0.26724}, {""country_iso_code"": ""IE"", ""search_volume"": 2672, ""percentage"": 0.26168}, {""country_iso_code"": ""HN"", ""search_volume"": 2264, ""percentage"": 0.22169}, {""country_iso_code"": ""PK"", ""search_volume"": 2133, ""percentage"": 0.20888}, {""country_iso_code"": ""TW"", ""search_volume"": 1857, ""percentage"": 0.18185}, {""country_iso_code"": ""GR"", ""search_volume"": 1734, ""percentage"": 0.16978}, {""country_iso_code"": ""KE"", ""search_volume"": 1716, ""percentage"": 0.16807}, {""country_iso_code"": ""DK"", ""search_volume"": 1715, ""percentage"": 0.16794}, {""country_iso_code"": ""HK"", ""search_volume"": 1600, ""percentage"": 0.15666}, {""country_iso_code"": ""SG"", ""search_volume"": 1581, ""percentage"": 0.15486}, {""country_iso_code"": ""NO"", ""search_volume"": 1564, ""percentage"": 0.15322}, {""country_iso_code"": ""RO"", ""search_volume"": 1506, ""percentage"": 0.1475}, {""country_iso_code"": ""MY"", ""search_volume"": 1497, ""percentage"": 0.14664}, {""country_iso_code"": ""DZ"", ""search_volume"": 1481, ""percentage"": 0.14501}, {""country_iso_code"": ""PA"", ""search_volume"": 1432, ""percentage"": 0.14028}, {""country_iso_code"": ""SE"", ""search_volume"": 1318, ""percentage"": 0.12905}, {""country_iso_code"": ""KR"", ""search_volume"": 1315, ""percentage"": 0.12875}, {""country_iso_code"": ""AT"", ""search_volume"": 1204, ""percentage"": 0.11797}, {""country_iso_code"": ""DO"", ""search_volume"": 1182, ""percentage"": 0.11577}, {""country_iso_code"": ""SV"", ""search_volume"": 1177, ""percentage"": 0.11528}, {""country_iso_code"": ""PR"", ""search_volume"": 1132, ""percentage"": 0.11084}, {""country_iso_code"": ""CN"", ""search_volume"": 1000, ""percentage"": 0.09791}, {""country_iso_code"": ""BD"", ""search_volume"": 1000, ""percentage"": 0.09791}, {""country_iso_code"": ""HU"", ""search_volume"": 985, ""percentage"": 0.09644}, {""country_iso_code"": ""SK"", ""search_volume"": 952, ""percentage"": 0.09326}, {""country_iso_code"": ""CZ"", ""search_volume"": 909, ""percentage"": 0.08907}, {""country_iso_code"": ""GH"", ""search_volume"": 839, ""percentage"": 0.08224}, {""country_iso_code"": ""IQ"", ""search_volume"": 800, ""percentage"": 0.07833}, {""country_iso_code"": ""BE"", ""search_volume"": 789, ""percentage"": 0.07729}, {""country_iso_code"": ""KZ"", ""search_volume"": 787, ""percentage"": 0.07715}, {""country_iso_code"": ""CH"", ""search_volume"": 769, ""percentage"": 0.07538}, {""country_iso_code"": ""BO"", ""search_volume"": 760, ""percentage"": 0.07443}, {""country_iso_code"": ""MA"", ""search_volume"": 737, ""percentage"": 0.07216}, {""country_iso_code"": ""BH"", ""search_volume"": 712, ""percentage"": 0.06974}, {""country_iso_code"": ""IL"", ""search_volume"": 643, ""percentage"": 0.06301}, {""country_iso_code"": ""LK"", ""search_volume"": 618, ""percentage"": 0.06051}, {""country_iso_code"": ""NZ"", ""search_volume"": 603, ""percentage"": 0.05912}, {""country_iso_code"": ""NP"", ""search_volume"": 594, ""percentage"": 0.05816}, {""country_iso_code"": ""VE"", ""search_volume"": 567, ""percentage"": 0.05552}, {""country_iso_code"": ""LT"", ""search_volume"": 529, ""percentage"": 0.05181}, {""country_iso_code"": ""JO"", ""search_volume"": 514, ""percentage"": 0.05033}, {""country_iso_code"": ""RS"", ""search_volume"": 510, ""percentage"": 0.04999}, {""country_iso_code"": ""MM"", ""search_volume"": 466, ""percentage"": 0.04569}, {""country_iso_code"": ""LB"", ""search_volume"": 456, ""percentage"": 0.04468}, {""country_iso_code"": ""KW"", ""search_volume"": 408, ""percentage"": 0.03996}, {""country_iso_code"": ""CR"", ""search_volume"": 375, ""percentage"": 0.03672}, {""country_iso_code"": ""OM"", ""search_volume"": 374, ""percentage"": 0.03664}, {""country_iso_code"": ""FI"", ""search_volume"": 373, ""percentage"": 0.03657}, {""country_iso_code"": ""ET"", ""search_volume"": 333, ""percentage"": 0.03264}, {""country_iso_code"": ""NG"", ""search_volume"": 320, ""percentage"": 0.03133}, {""country_iso_code"": ""HR"", ""search_volume"": 318, ""percentage"": 0.03123}, {""country_iso_code"": ""BG"", ""search_volume"": 280, ""percentage"": 0.02746}, {""country_iso_code"": ""UY"", ""search_volume"": 248, ""percentage"": 0.02432}, {""country_iso_code"": ""JM"", ""search_volume"": 239, ""percentage"": 0.02344}, {""country_iso_code"": ""PT"", ""search_volume"": 236, ""percentage"": 0.02311}, {""country_iso_code"": ""TN"", ""search_volume"": 231, ""percentage"": 0.02267}, {""country_iso_code"": ""QA"", ""search_volume"": 230, ""percentage"": 0.02259}, {""country_iso_code"": ""MD"", ""search_volume"": 210, ""percentage"": 0.02061}, {""country_iso_code"": null, ""search_volume"": 207, ""percentage"": 0.02034}, {""country_iso_code"": ""AM"", ""search_volume"": 205, ""percentage"": 0.02015}, {""country_iso_code"": ""IR"", ""search_volume"": 200, ""percentage"": 0.01958}, {""country_iso_code"": ""BJ"", ""search_volume"": 199, ""percentage"": 0.01953}, {""country_iso_code"": ""RW"", ""search_volume"": 190, ""percentage"": 0.01861}, {""country_iso_code"": ""EE"", ""search_volume"": 182, ""percentage"": 0.01788}, {""country_iso_code"": ""GE"", ""search_volume"": 173, ""percentage"": 0.01701}, {""country_iso_code"": ""SI"", ""search_volume"": 168, ""percentage"": 0.01645}, {""country_iso_code"": ""BS"", ""search_volume"": 160, ""percentage"": 0.01571}, {""country_iso_code"": ""VI"", ""search_volume"": 133, ""percentage"": 0.01305}, {""country_iso_code"": ""CM"", ""search_volume"": 133, ""percentage"": 0.01305}, {""country_iso_code"": ""TZ"", ""search_volume"": 133, ""percentage"": 0.01305}, {""country_iso_code"": ""UZ"", ""search_volume"": 133, ""percentage"": 0.01305}, {""country_iso_code"": ""HT"", ""search_volume"": 133, ""percentage"": 0.01305}, {""country_iso_code"": ""ZM"", ""search_volume"": 133, ""percentage"": 0.01305}, {""country_iso_code"": ""MZ"", ""search_volume"": 133, ""percentage"": 0.01305}, {""country_iso_code"": ""KG"", ""search_volume"": 132, ""percentage"": 0.01301}, {""country_iso_code"": ""BW"", ""search_volume"": 130, ""percentage"": 0.0128}, {""country_iso_code"": ""PY"", ""search_volume"": 122, ""percentage"": 0.012}, {""country_iso_code"": ""AL"", ""search_volume"": 112, ""percentage"": 0.01097}, {""country_iso_code"": ""AZ"", ""search_volume"": 106, ""percentage"": 0.01044}, {""country_iso_code"": ""LV"", ""search_volume"": 94, ""percentage"": 0.00928}, {""country_iso_code"": ""CI"", ""search_volume"": 93, ""percentage"": 0.00914}, {""country_iso_code"": ""PS"", ""search_volume"": 92, ""percentage"": 0.00903}, {""country_iso_code"": ""IS"", ""search_volume"": 85, ""percentage"": 0.00832}, {""country_iso_code"": ""MT"", ""search_volume"": 78, ""percentage"": 0.00769}, {""country_iso_code"": ""MO"", ""search_volume"": 75, ""percentage"": 0.00739}, {""country_iso_code"": ""AO"", ""search_volume"": 73, ""percentage"": 0.00716}, {""country_iso_code"": ""TC"", ""search_volume"": 66, ""percentage"": 0.00653}, {""country_iso_code"": ""MW"", ""search_volume"": 66, ""percentage"": 0.00653}, {""country_iso_code"": ""YE"", ""search_volume"": 66, ""percentage"": 0.00653}, {""country_iso_code"": ""LA"", ""search_volume"": 66, ""percentage"": 0.00653}, {""country_iso_code"": ""TJ"", ""search_volume"": 66, ""percentage"": 0.00653}, {""country_iso_code"": ""SX"", ""search_volume"": 66, ""percentage"": 0.00653}, {""country_iso_code"": ""MP"", ""search_volume"": 66, ""percentage"": 0.00653}, {""country_iso_code"": ""KH"", ""search_volume"": 60, ""percentage"": 0.00589}, {""country_iso_code"": ""NA"", ""search_volume"": 60, ""percentage"": 0.00596}, {""country_iso_code"": ""ME"", ""search_volume"": 57, ""percentage"": 0.00565}, {""country_iso_code"": ""LU"", ""search_volume"": 55, ""percentage"": 0.00542}, {""country_iso_code"": ""GY"", ""search_volume"": 54, ""percentage"": 0.00533}, {""country_iso_code"": ""TT"", ""search_volume"": 54, ""percentage"": 0.00531}, {""country_iso_code"": ""GU"", ""search_volume"": 48, ""percentage"": 0.00475}, {""country_iso_code"": ""FJ"", ""search_volume"": 47, ""percentage"": 0.00463}, {""country_iso_code"": ""BA"", ""search_volume"": 46, ""percentage"": 0.00459}, {""country_iso_code"": ""BN"", ""search_volume"": 46, ""percentage"": 0.00458}, {""country_iso_code"": ""NI"", ""search_volume"": 38, ""percentage"": 0.00379}, {""country_iso_code"": ""LC"", ""search_volume"": 37, ""percentage"": 0.00362}, {""country_iso_code"": ""BZ"", ""search_volume"": 27, ""percentage"": 0.00267}, {""country_iso_code"": ""MK"", ""search_volume"": 27, ""percentage"": 0.00266}, {""country_iso_code"": ""MU"", ""search_volume"": 14, ""percentage"": 0.0014}]",05/01/2025
1,viator,246362,"[{""country_iso_code"": ""US"", ""search_volume"": 95080, ""percentage"": 38.59377}, {""country_iso_code"": ""GB"", ""search_volume"": 31898, ""percentage"": 12.94788}, {""country_iso_code"": ""IN"", ""search_volume"": 11200, ""percentage"": 4.54615}, {""country_iso_code"": ""AU"", ""search_volume"": 9615, ""percentage"": 3.90293}, {""country_iso_code"": ""FR"", ""search_volume"": 8884, ""percentage"": 3.60631}, {""country_iso_code"": ""CA"", ""search_volume"": 8515, ""percentage"": 3.45629}, {""country_iso_code"": ""DE"", ""search_volume"": 7184, ""percentage"": 2.91603}, {""country_iso_code"": ""IT"", ""search_volume"": 7035, ""percentage"": 2.85562}, {""country_iso_code"": ""JP"", ""search_volume"": 5849, ""percentage"": 2.37438}, {""country_iso_code"": ""ES"", ""search_volume"": 5186, ""percentage"": 2.10517}, {""country_iso_code"": ""TR"", ""search_volume"": 3776, ""percentage"": 1.53304}, {""country_iso_code"": ""MX"", ""search_volume"": 3214, ""percentage"": 1.30469}, {""country_iso_code"": ""ID"", ""search_volume"": 2928, ""percentage"": 1.1888}, {""country_iso_code"": ""BR"", ""search_volume"": 2213, ""percentage"": 0.89837}, {""country_iso_code"": ""NL"", ""search_volume"": 2135, ""percentage"": 0.86661}, {""country_iso_code"": ""PT"", ""search_volume"": 2077, ""percentage"": 0.8432}, {""country_iso_code"": ""TH"", ""search_volume"": 2048, ""percentage"": 0.83164}, {""country_iso_code"": ""IE"", ""search_volume"": 1724, ""percentage"": 0.69988}, {""country_iso_code"": ""CO"", ""search_volume"": 1694, ""percentage"": 0.68784}, {""country_iso_code"": ""IL"", ""search_volume"": 1458, ""percentage"": 0.59215}, {""country_iso_code"": ""PH"", ""search_volume"": 1395, ""percentage"": 0.56644}, {""country_iso_code"": ""PL"", ""search_volume"": 1318, ""percentage"": 0.53502}, {""country_iso_code"": ""BE"", ""search_volume"": 1275, ""percentage"": 0.5176}, {""country_iso_code"": ""AE"", ""search_volume"": 1219, ""percentage"": 0.49504}, {""country_iso_code"": ""GR"", ""search_volume"": 1174, ""percentage"": 0.4768}, {""country_iso_code"": ""SG"", ""search_volume"": 1170, ""percentage"": 0.47508}, {""country_iso_code"": ""AR"", ""search_volume"": 1031, ""percentage"": 0.41863}, {""country_iso_code"": ""VN"", ""search_volume"": 993, ""percentage"": 0.40313}, {""country_iso_code"": ""SA"", ""search_volume"": 939, ""percentage"": 0.38128}, {""country_iso_code"": ""HU"", ""search_volume"": 923, ""percentage"": 0.37482}, {""country_iso_code"": ""HK"", ""search_volume"": 855, ""percentage"": 0.34739}, {""country_iso_code"": ""NO"", ""search_volume"": 819, ""percentage"": 0.33271}, {""country_iso_code"": ""SE"", ""search_volume"": 811, ""percentage"": 0.32922}, {""country_iso_code"": ""PK"", ""search_volume"": 800, ""percentage"": 0.32473}, {""country_iso_code"": ""MA"", ""search_volume"": 737, ""percentage"": 0.29915}, {""country_iso_code"": ""LT"", ""search_volume"": 705, ""percentage"": 0.2864}, {""country_iso_code"": ""UA"", ""search_volume"": 700, ""percentage"": 0.28417}, {""country_iso_code"": ""RO"", ""search_volume"": 684, ""percentage"": 0.27794}, {""country_iso_code"": ""CH"", ""search_volume"": 684, ""percentage"": 0.27778}, {""country_iso_code"": ""KE"", ""search_volume"": 660, ""percentage"": 0.26797}, {""country_iso_code"": ""DK"", ""search_volume"": 643, ""percentage"": 0.26107}, {""country_iso_code"": ""CZ"", ""search_volume"": 578, ""percentage"": 0.23495}, {""country_iso_code"": ""ZA"", ""search_volume"": 507, ""percentage"": 0.2061}, {""country_iso_code"": ""AT"", ""search_volume"": 502, ""percentage"": 0.20377}, {""country_iso_code"": ""MY"", ""search_volume"": 499, ""percentage"": 0.20262}, {""country_iso_code"": ""NG"", ""search_volume"": 480, ""percentage"": 0.19484}, {""country_iso_code"": ""NZ"", ""search_volume"": 474, ""percentage"": 0.19257}, {""country_iso_code"": ""DO"", ""search_volume"": 422, ""percentage"": 0.17139}, {""country_iso_code"": ""BG"", ""search_volume"": 420, ""percentage"": 0.17072}, {""country_iso_code"": ""CL"", ""search_volume"": 385, ""percentage"": 0.15644}, {""country_iso_code"": ""EG"", ""search_volume"": 367, ""percentage"": 0.14897}, {""country_iso_code"": ""TW"", ""search_volume"": 348, ""percentage"": 0.14136}, {""country_iso_code"": ""SK"", ""search_volume"": 346, ""percentage"": 0.14058}, {""country_iso_code"": ""PR"", ""search_volume"": 335, ""percentage"": 0.13615}, {""country_iso_code"": ""CN"", ""search_volume"": 333, ""percentage"": 0.1353}, {""country_iso_code"": ""LK"", ""search_volume"": 325, ""percentage"": 0.13202}, {""country_iso_code"": ""HR"", ""search_volume"": 318, ""percentage"": 0.12945}, {""country_iso_code"": ""PE"", ""search_volume"": 299, ""percentage"": 0.1215}, {""country_iso_code"": ""GH"", ""search_volume"": 279, ""percentage"": 0.11362}, {""country_iso_code"": ""BD"", ""search_volume"": 266, ""percentage"": 0.10824}, {""country_iso_code"": ""JM"", ""search_volume"": 261, ""percentage"": 0.10604}, {""country_iso_code"": ""RU"", ""search_volume"": 246, ""percentage"": 0.09989}, {""country_iso_code"": ""KH"", ""search_volume"": 240, ""percentage"": 0.09772}, {""country_iso_code"": ""MT"", ""search_volume"": 235, ""percentage"": 0.09562}, {""country_iso_code"": ""QA"", ""search_volume"": 230, ""percentage"": 0.09366}, {""country_iso_code"": ""RS"", ""search_volume"": 226, ""percentage"": 0.09211}, {""country_iso_code"": ""PA"", ""search_volume"": 217, ""percentage"": 0.08812}, {""country_iso_code"": ""AZ"", ""search_volume"": 213, ""percentage"": 0.08659}, {""country_iso_code"": ""CY"", ""search_volume"": 210, ""percentage"": 0.08548}, {""country_iso_code"": ""SN"", ""search_volume"": 200, ""percentage"": 0.08118}, {""country_iso_code"": ""KR"", ""search_volume"": 197, ""percentage"": 0.08007}, {""country_iso_code"": ""LB"", ""search_volume"": 195, ""percentage"": 0.07939}, {""country_iso_code"": ""CR"", ""search_volume"": 187, ""percentage"": 0.07611}, {""country_iso_code"": ""EC"", ""search_volume"": 161, ""percentage"": 0.06562}, {""country_iso_code"": ""AM"", ""search_volume"": 137, ""percentage"": 0.05571}, {""country_iso_code"": ""TZ"", ""search_volume"": 133, ""percentage"": 0.05412}, {""country_iso_code"": ""IR"", ""search_volume"": 133, ""percentage"": 0.05412}, {""country_iso_code"": ""NP"", ""search_volume"": 132, ""percentage"": 0.05358}, {""country_iso_code"": ""IS"", ""search_volume"": 121, ""percentage"": 0.04928}, {""country_iso_code"": ""KZ"", ""search_volume"": 112, ""percentage"": 0.04566}, {""country_iso_code"": ""EE"", ""search_volume"": 109, ""percentage"": 0.04448}, {""country_iso_code"": ""TN"", ""search_volume"": 92, ""percentage"": 0.03758}, {""country_iso_code"": ""SI"", ""search_volume"": 84, ""percentage"": 0.0341}, {""country_iso_code"": ""UY"", ""search_volume"": 82, ""percentage"": 0.03359}, {""country_iso_code"": ""ZM"", ""search_volume"": 66, ""percentage"": 0.02706}, {""country_iso_code"": ""UZ"", ""search_volume"": 66, ""percentage"": 0.02706}, {""country_iso_code"": ""IM"", ""search_volume"": 66, ""percentage"": 0.02706}, {""country_iso_code"": ""LA"", ""search_volume"": 66, ""percentage"": 0.02706}, {""country_iso_code"": ""BJ"", ""search_volume"": 66, ""percentage"": 0.02699}, {""country_iso_code"": ""MZ"", ""search_volume"": 66, ""percentage"": 0.02706}, {""country_iso_code"": ""SY"", ""search_volume"": 66, ""percentage"": 0.02706}, {""country_iso_code"": ""BB"", ""search_volume"": 65, ""percentage"": 0.02665}, {""country_iso_code"": ""NA"", ""search_volume"": 60, ""percentage"": 0.02473}, {""country_iso_code"": ""KW"", ""search_volume"": 58, ""percentage"": 0.02364}, {""country_iso_code"": ""DZ"", ""search_volume"": 56, ""percentage"": 0.0231}, {""country_iso_code"": ""LU"", ""search_volume"": 55, ""percentage"": 0.02246}, {""country_iso_code"": ""TT"", ""search_volume"": 54, ""percentage"": 0.02202}, {""country_iso_code"": ""GY"", ""search_volume"": 54, ""percentage"": 0.02209}, {""country_iso_code"": ""VE"", ""search_volume"": 51, ""percentage"": 0.0209}, {""country_iso_code"": ""KY"", ""search_volume"": 48, ""percentage"": 0.01962}, {""country_iso_code"": ""PS"", ""search_volume"": 46, ""percentage"": 0.01871}, {""country_iso_code"": ""OM"", ""search_volume"": 46, ""percentage"": 0.01898}, {""country_iso_code"": ""GE"", ""search_volume"": 43, ""percentage"": 0.01762}, {""country_iso_code"": ""BY"", ""search_volume"": 42, ""percentage"": 0.01742}, {""country_iso_code"": ""BM"", ""search_volume"": 37, ""percentage"": 0.01529}, {""country_iso_code"": ""HN"", ""search_volume"": 36, ""percentage"": 0.01482}, {""country_iso_code"": ""MN"", ""search_volume"": 32, ""percentage"": 0.01309}, {""country_iso_code"": ""BO"", ""search_volume"": 29, ""percentage"": 0.01184}, {""country_iso_code"": ""BS"", ""search_volume"": 26, ""percentage"": 0.01086}, {""country_iso_code"": ""PF"", ""search_volume"": 25, ""percentage"": 0.01042}, {""country_iso_code"": ""BA"", ""search_volume"": 23, ""percentage"": 0.0095}, {""country_iso_code"": ""SR"", ""search_volume"": 22, ""percentage"": 0.0092}, {""country_iso_code"": ""JE"", ""search_volume"": 16, ""percentage"": 0.00656}, {""country_iso_code"": ""GD"", ""search_volume"": 15, ""percentage"": 0.00619}, {""country_iso_code"": ""MU"", ""search_volume"": 14, ""percentage"": 0.00578}, {""country_iso_code"": null, ""search_volume"": 13, ""percentage"": 0.00562}]",05/01/2025
2,popmart,287910,"[{""country_iso_code"": ""TH"", ""search_volume"": 99648, ""percentage"": 34.61083}, {""country_iso_code"": ""US"", ""search_volume"": 59540, ""percentage"": 20.68028}, {""country_iso_code"": ""JP"", ""search_volume"": 22188, ""percentage"": 7.70665}, {""country_iso_code"": ""PH"", ""search_volume"": 16370, ""percentage"": 5.68609}, {""country_iso_code"": ""AU"", ""search_volume"": 15918, ""percentage"": 5.52907}, {""country_iso_code"": ""VN"", ""search_volume"": 9932, ""percentage"": 3.44971}, {""country_iso_code"": ""ID"", ""search_volume"": 9636, ""percentage"": 3.34711}, {""country_iso_code"": ""GB"", ""search_volume"": 7759, ""percentage"": 2.69497}, {""country_iso_code"": ""SG"", ""search_volume"": 6484, ""percentage"": 2.25238}, {""country_iso_code"": ""CA"", ""search_volume"": 5913, ""percentage"": 2.05382}, {""country_iso_code"": ""MY"", ""search_volume"": 4451, ""percentage"": 1.54611}, {""country_iso_code"": ""ES"", ""search_volume"": 3413, ""percentage"": 1.1857}, {""country_iso_code"": ""TW"", ""search_volume"": 3076, ""percentage"": 1.06845}, {""country_iso_code"": ""FR"", ""search_volume"": 2901, ""percentage"": 1.00763}, {""country_iso_code"": ""DE"", ""search_volume"": 2298, ""percentage"": 0.79845}, {""country_iso_code"": ""NZ"", ""search_volume"": 1941, ""percentage"": 0.67417}, {""country_iso_code"": ""NL"", ""search_volume"": 1677, ""percentage"": 0.58265}, {""country_iso_code"": ""HK"", ""search_volume"": 1637, ""percentage"": 0.56867}, {""country_iso_code"": ""IT"", ""search_volume"": 1262, ""percentage"": 0.43856}, {""country_iso_code"": ""MX"", ""search_volume"": 1153, ""percentage"": 0.40076}, {""country_iso_code"": ""IE"", ""search_volume"": 948, ""percentage"": 0.32938}, {""country_iso_code"": ""SE"", ""search_volume"": 912, ""percentage"": 0.31694}, {""country_iso_code"": ""CN"", ""search_volume"": 866, ""percentage"": 0.30102}, {""country_iso_code"": ""BR"", ""search_volume"": 757, ""percentage"": 0.26299}, {""country_iso_code"": ""IN"", ""search_volume"": 746, ""percentage"": 0.25934}, {""country_iso_code"": ""PL"", ""search_volume"": 564, ""percentage"": 0.19618}, {""country_iso_code"": ""RU"", ""search_volume"": 430, ""percentage"": 0.14955}, {""country_iso_code"": ""BE"", ""search_volume"": 425, ""percentage"": 0.14762}, {""country_iso_code"": ""CH"", ""search_volume"": 342, ""percentage"": 0.11884}, {""country_iso_code"": ""KH"", ""search_volume"": 301, ""percentage"": 0.10455}, {""country_iso_code"": ""AE"", ""search_volume"": 234, ""percentage"": 0.08145}, {""country_iso_code"": ""KR"", ""search_volume"": 230, ""percentage"": 0.07991}, {""country_iso_code"": ""NO"", ""search_volume"": 223, ""percentage"": 0.07763}, {""country_iso_code"": ""TR"", ""search_volume"": 222, ""percentage"": 0.07717}, {""country_iso_code"": ""DK"", ""search_volume"": 214, ""percentage"": 0.07444}, {""country_iso_code"": ""CO"", ""search_volume"": 201, ""percentage"": 0.07004}, {""country_iso_code"": ""ZA"", ""search_volume"": 190, ""percentage"": 0.06614}, {""country_iso_code"": ""PT"", ""search_volume"": 188, ""percentage"": 0.06559}, {""country_iso_code"": ""HU"", ""search_volume"": 184, ""percentage"": 0.06414}, {""country_iso_code"": ""IL"", ""search_volume"": 171, ""percentage"": 0.0596}, {""country_iso_code"": ""CZ"", ""search_volume"": 165, ""percentage"": 0.05743}, {""country_iso_code"": ""BN"", ""search_volume"": 140, ""percentage"": 0.04871}, {""country_iso_code"": ""BG"", ""search_volume"": 140, ""percentage"": 0.04868}, {""country_iso_code"": ""PE"", ""search_volume"": 138, ""percentage"": 0.04799}, {""country_iso_code"": ""RO"", ""search_volume"": 136, ""percentage"": 0.04756}, {""country_iso_code"": ""GE"", ""search_volume"": 130, ""percentage"": 0.04524}, {""country_iso_code"": ""PR"", ""search_volume"": 125, ""percentage"": 0.04368}, {""country_iso_code"": ""FI"", ""search_volume"": 124, ""percentage"": 0.04324}, {""country_iso_code"": ""BH"", ""search_volume"": 123, ""percentage"": 0.04301}, {""country_iso_code"": ""UA"", ""search_volume"": 116, ""percentage"": 0.04052}, {""country_iso_code"": ""CL"", ""search_volume"": 96, ""percentage"": 0.03346}, {""country_iso_code"": ""NP"", ""search_volume"": 66, ""percentage"": 0.02292}, {""country_iso_code"": ""PK"", ""search_volume"": 66, ""percentage"": 0.02316}, {""country_iso_code"": ""QA"", ""search_volume"": 65, ""percentage"": 0.02289}, {""country_iso_code"": ""CR"", ""search_volume"": 62, ""percentage"": 0.02171}, {""country_iso_code"": ""EG"", ""search_volume"": 61, ""percentage"": 0.02125}, {""country_iso_code"": ""RS"", ""search_volume"": 56, ""percentage"": 0.01968}, {""country_iso_code"": ""GR"", ""search_volume"": 55, ""percentage"": 0.01942}, {""country_iso_code"": ""VE"", ""search_volume"": 51, ""percentage"": 0.01789}, {""country_iso_code"": ""LV"", ""search_volume"": 47, ""percentage"": 0.01644}, {""country_iso_code"": ""OM"", ""search_volume"": 46, ""percentage"": 0.01624}, {""country_iso_code"": ""TN"", ""search_volume"": 46, ""percentage"": 0.01606}, {""country_iso_code"": ""LT"", ""search_volume"": 44, ""percentage"": 0.01531}, {""country_iso_code"": ""PA"", ""search_volume"": 43, ""percentage"": 0.01508}, {""country_iso_code"": ""NI"", ""search_volume"": 38, ""percentage"": 0.01346}, {""country_iso_code"": ""EC"", ""search_volume"": 32, ""percentage"": 0.01123}, {""country_iso_code"": ""AR"", ""search_volume"": 30, ""percentage"": 0.01054}, {""country_iso_code"": ""PF"", ""search_volume"": 25, ""percentage"": 0.00891}, {""country_iso_code"": ""SR"", ""search_volume"": 22, ""percentage"": 0.00787}, {""country_iso_code"": ""AD"", ""search_volume"": 20, ""percentage"": 0.00724}, {""country_iso_code"": ""ME"", ""search_volume"": 19, ""percentage"": 0.00666}, {""country_iso_code"": null, ""search_volume"": 5, ""percentage"": 0.00194}]",05/01/2025
